admin3,label
3521,Employment Agency of TAU Gagauzia
3522,Credit Line Directorate of the Ministry of Finance
3523,Evaluation and Review Agency
3524,Consulate of Moldova in Bologna
3525,Kindergarten Fundul Galbenei
3526,Consulate located in Odessa
3547,Electoral Council's electoral district No. 22 Leova
3552,Electoral Council election district no.27 Riscani
3593,District-level electoral councils first Taraclia no.33
3617,Electoral bureaux of polling stations No. 22 Leova
3633,National Regulatory Agency and Radiological Physics
3636,Agency inspection and restoration of monuments
3638,Harmonisation of Legislation Center
3640,Luce Academy of Sciences of Moldova
3645,Sports Centre has lots training national
3646,Republican Center for Children and Youth
3647,Bank Project Implementation Unit Hoteles Competitiveness Enhancement
3648,Administrative support office for assistance in the implementation strategy of the central public administration reform in Moldova
3649,Consolidated Unit to implement the International Fund for Agricultural Development Programmes under loan agreements signed between
3650,"Consolidated unit for implementation and monitoring of projects in agriculture, funded by World Bank"
3651,"Coordination Unit, the project implementation and motorized restructare health system funded by World Bank"
3652,Project Implementation Unit of water supply and sewerage
3653,Carbon Financing Office
3654,Managemnet team projects in the field of sustainable management of persistent organic populantilor
3655,Consolidated Unit to implement projects in the energy sector and minitorizarea
3659,Department of Judicial Administration
3660,Rescue Detachment-release # 2
3662,Consulate General of RM or.Istanbul (Turkey)
3665,Wikipedia Moldova
3666,Implementation Unit grant awarded by the Government of Japan
3667,SE Institute for Forest Research and
3676,Service marital status
3677,Implementation Unit Housing construction project for socially vulnerable layers
3678,National Auto Transport Agency
3681,Cahul Territorial Office of the National Council of State legal assistance
3682,Bender Territorial Office (Causeni) National Council of State legal assistance
3683,Balti Territorial Office of the National Council of State legal assistance
3684,Comrat Territorial Office of the National Council for State legal assistance
3685,Chisinau territorial office of the National Council of State legal assistance
3690,Center for assistance and protection to victims and potential victims of trafficking in human beings
3691,"Senior State Inspectorate for market surveillance, metrology and consumer protection"
3692,Senior State Inspectorate for technical supervision of dangerous industrial objects
3696,Institute practical horticulture science and food technology
3697,International Projects Centre
3698,"Institute of Pedology, Agrochemistry and Soil Nicolae Dimo"
3699,Practical Stiitifico Institute of Biotechnology in animal husbandry and veterinary medicine
3700,Institute of Practical Stiitifico phytotechny
3701,District Health Directorate Veterinary and animal product safety Noi
3702,District Health Directorate Veterinary and animal product safety Basarabeasca
3703,District Health Directorate Veterinary and animal product safety Briceni
3704,District Health Directorate Veterinary and animal product safety Cahul
3705,District Health Directorate Veterinary and animal product safety Cantemir
3706,District Health Directorate Veterinary and animal product safety Calarasi
3707,District Health Directorate Veterinary and animal product safety Causeni
3708,District Health Directorate Veterinary and animal product safety Cimislia
3709,District Health Directorate Veterinary and animal product safety Criuleni
3710,District Health Directorate Veterinary and animal product safety Donduseni
3711,District Health Directorate Veterinary and animal product safety Drochia
3712,District Health Directorate Veterinary and animal product safety Dubasari
3713,District Health Directorate Veterinary and animal product safety Edinet
3714,District Health Directorate Veterinary and animal product safety Falesti
3715,District Health Directorate Veterinary and animal product safety Floresti
3716,District Health Directorate Veterinary and animal product safety Glodeni
3717,District Health Directorate Veterinary and animal product safety Hincesti
3718,District Health Directorate Veterinary and animal product safety Ialoveni
3719,District Health Directorate Veterinary and animal product safety Leova
3720,District Health Directorate Veterinary and animal product safety Nisporeni
3721,District Health Directorate Veterinary and animal product safety Ocnita
3722,District Health Directorate Veterinary and animal product safety Orhei
3723,District Health Directorate Veterinary and animal product safety Rezina
3724,District Health Directorate Veterinary and animal product safety Riscani
3725,District Health Directorate Veterinary and animal product safety Singerei
3726,District Health Directorate Veterinary and animal product safety Soroca
3727,District Health Directorate Veterinary and animal product safety Straseni
3728,District Health Directorate Veterinary and animal product safety Soldanesti
3729,District Health Directorate Veterinary and animal product safety Stefan Voda
3730,District Health Directorate Veterinary and animal product safety Taraclia
3731,District Health Directorate Veterinary and animal product safety Telenesti
3732,District Health Directorate Veterinary and animal product safety Ungheni
3733,District Health Directorate Veterinary and animal product safety Comrat
3734,District Health Directorate Veterinary and animal product safety Ceadir Lunga
3735,District Health Directorate Veterinary and animal product safety Vulcanesti
3736,Direction Sanitary Veterinary and animal product safety mun.Chisinau
3737,Direction Sanitary Veterinary and animal product safety mun.Balti
3738,Agency for Sanitary Veterinary and animal product safety - the central
3740,Moldovan Embassy in Spain
3741,"Practical Porumbeni Stintifico Center, a branch of the Institute of Crop Production and Applied Stintifico"
3742,General Inspectorate for Phytosanitary Surveillance and Control seeds
3743,Board of Supervision of the Ministry of Finance Audit
3754,Procurement Agency
3758,Exceptional Situations Department Causeni
3758,ExceptionaláSituationsáDepartmentáCauseni
3759,RM Consulate General in Iasi
3759,RM ConsulateáGeneraláin Iasi
3766,Agency for Payments and Intervention in Agriculture
3766,AgencyáforáPaymentsáandáInterventionáináAgriculture
3776,Electoral Council No. 30 of the community of Seliste
3788,Electoral bureau voting section of the community of Seliste
3792,Transplant Agency
3792,TransplantáAgency
3793,Government Electronics Center I.P.
3794,Central probation office
3795,National Border Guard College
3796,RSBSCD Basarabeasca
3797,RSBSCD Cahul
3798,RSBSCD Costesti
3799,RSBSCD Edinet
3800,Regional State Border Supervision and Control Division Leova
3801,RSBSCD Otachi
3802,RSBSCD Vulcanesti
3803,RSBSCD Stefan Voda
3804,RSBSCD Ungheni
3805,General Insurance Division
3806,Consolidated Unit for Implementation and Monitoring of Wine Sector Restructuring Program
3807,Financial Statement Information Service by the National Bureau of Statistics
3808,Agency for Energy Efficiency
3810,Consolidated Unit for Implementation of Environmental Projects
3815,Social Inspection
3816,Aroma JSC
3820,Regional blood transfusion center Cahul
3821,Fundamental and applicative research financing center
3822,National Archaeological Agency
3823,Border operations center
3824,"Implementation Unit of the Food Production Enhancement Project between Moldova and Japan, 2 KR"
3825,Expertize Advisory Council public institution
3826,National Council for free state-guaranteed legal assistance
3835,National Patrol Inspectorate
3836,Embassy of the Republic of Moldova in the Kingdom of the Netherlands
3837,Embassy of the Republic of Moldova in Canada
3838,Embassy of the Republic of Moldova in Qatar
3839,Education center for children with cancer
3841,National Food Security Agency
3842,Anenii Noi Regional Food Security Directorate
3843,Basarabeasca Regional Food Security Directorate
3844,Briceni Regional Food Security Directorate
3845,Cahul Regional Food Security Directorate
3846,Cantemir Regional Food Security Directorate
3847,Calarasi Regional Food Security Directorate
3848,Causeni Regional Food Security Directorate
3849,Cimislia Regional Food Security Directorate
3850,Criuleni Regional Food Security Directorate
3851,Donduseni Regional Food Security Directorate
3852,Drochia Regional Food Security Directorate
3853,Dubasari Regional Food Security Directorate
3854,Edinet Regional Food Security Directorate
3855,Falesti Regional Food Security Directorate
3856,Floresti Regional Food Security Directorate
3857,Glodeni Regional Food Security Directorate
3858,Hincesti Regional Food Security Directorate
3859,Ialoveni Regional Food Security Directorate
3860,Leova Regional Food Security Directorate
3861,Nisporeni Regional Food Security Directorate
3862,Ocnita Regional Food Security Directorate
3863,Orhei Regional Food Security Directorate
3864,Rezina Regional Food Security Directorate
3865,Riscani Regional Food Security Directorate
3866,Singerei Regional Food Security Directorate
3867,Soroca Regional Food Security Directorate
3868,Straseni Regional Food Security Directorate
3869,Soldanesti Regional Food Security Directorate
3870,Stefan Voda Regional Food Security Directorate
3871,Taraclia Regional Food Security Directorate
3872,Telenesti Regional Food Security Directorate
3873,Ungheni Regional Food Security Directorate
3874,Comrat Regional Food Security Directorate
3875,Ceadir-Lunga Regional Food Security Directorate
3876,Vulcanesti Regional Food Security Directorate
3877,Chisinau City Food Security Directorate
3878,Balti City Food Security Directorate
3879,Police Inspectorate-General
3880,Information Technology Service at the Ministry of Internal Affairs
3881,National Council for Accrediation of Social Service Providers
3882,"Election Council of Chetrosu Electoral District No. 5, Anenii Noi"
3883,"Election Council of Manta Electoral District No. 27, Cahul Region"
3884,"Election Council of Mincenii de Jos Electoral District No. 15, Rezina Region"
3885,"Election Council of Sateasca Visoca Electoral District No. 33, Sor Region"
3886,"Election Council of Sateasca Oliscani Electoral District No. 13, Soldanesti Region"
3887,"Polling stations for electoral districts Nos. 5/12, 5/13, and 5/14 of Chetrosu Commune, Anenii Noi Region"
3888,"Polling stations for electoral districts Nos. 27/50 and 27/51 of Manta Commune, Cahul Region"
3889,"Polling stations for electoral districts Nos. 15/25 and 15/26 of Mincenii de Jos Commune, Rezina Region"
3890,Electoral continuous education center at the Central Electoral Commission
3891,Project implementation unit for construction of housing for vulnerable population groups II
3892,The Mihail Kogalniceanu National Literature Museum
3893,"Polling station for Lebedenco Electoral District No. 24, Cahul Region"
3894,"Polling stations for electoral districts Nos. 46 and 47 of Lebedenko Commune, Cahul Region"
3895,"Genetics, Physiology, and Plants Protection Public Institution of the Academy of Sciences"
3896,"Ion Creanga Republican Theoretical Lyceum Public Institution, city of Balti"
3897,Election Council of Ucrainca Electoral District No. 25
3898,Election Council of Anenii Noi City Electoral District No. 1
3899,Polling stations for electoral districts Nos. 1-7 of Anenii Noi city electoral district
3900,Embassy of RoM in Japan
3901,National wine and wine office public institution
3902,"Fighting sports school, village Fundul Galbenei"
3903,Chisinau penitentiary construction project implementation unit
3904,"State inspectorate for geodesic, technical and regime supervision"
6092,Electoral Office of polling stations Chisinau
6093,Electoral Office of polling stations Balti
6095,Electoral Office of polling stations Noi
6096,Electoral Office of polling stations Basarabeasca
6097,Electoral Office of polling stations Briceni
6098,Electoral Office of polling stations Cahul
6099,Electoral Office of polling stations Cantemir
6100,Electoral Office of polling stations Calarasi
6101,Electoral Office of polling stations Causeni
6102,Electoral Office of polling stations Cimislia
6103,Electoral Office of polling stations Criuleni
6104,Electoral Office of polling stations Donduseni
6105,Electoral Office of polling stations Drochia
6106,Electoral Office of polling stations Dubasari
6107,Electoral Office of polling stations Edinet
6108,Electoral Office of polling stations Falesti
6109,Electoral Office of polling stations Floresti
6110,Electoral Office of polling stations Glodeni
6111,Electoral Office of polling stations Hincesti
6112,Electoral Office of polling stations Ialoveni
6113,Electoral Office of polling stations Leova
6114,Electoral Office of polling stations Nisporeni
6115,Electoral Office of polling stations Ocnita
6116,Electoral Office of polling stations Orhei
6117,Electoral Office of polling stations Rezina
6118,Electoral Office of polling stations Riscani
6119,Electoral Office of polling stations Singerei
6120,Electoral Office of polling stations Soroca
6121,Electoral Office of polling stations Straseni
6122,Electoral Office of polling stations Soldanesti
6123,Electoral Office of polling stations Stefan Voda
6124,Electoral Office of polling stations Taraclia
6125,Electoral Office of polling stations Telenesti
6126,Electoral Office of polling stations Ungheni
6127,Electoral Office of polling stations Gagauz autonomy
8001,Mayoralty of the municipality Chisinau
8002,Mayoralty Condrita
8003,Mayoralty of Vadul lui Voda
8004,Mayoralty of Vatra
8005,Mayoralty of Durlesti
8006,Mayoralty Gratiesti
8007,Mayoralty of Cricova
8008,Mayoralty of Singera
8009,Mayoralty Tohatin
8010,Mayoralty Bubuieci
8011,Mayoralty Ciorescu
8012,Mayoralty of Codru
8013,Mayoralty Ghidighici
8014,Mayoralty Cruzesti
8015,Mayoralty Colonita
8016,Mayoralty Truseni
8017,Mayoralty Budesti
8018,Mayoralty Stauceni
8019,Mayoralty Bacioi
8021,Mayoralty Sadaclia
8022,Mayoralty Abaclia
8023,Mayoralty Bascalia
8024,Mayoralty Carabetovca
8025,Mayoralty Iserlia
8026,Mayoralty of Basarabeasca
8027,Mayoralty Iordanovca
8028,Mayoralty Sauca
8029,Mayoralty of Otaci
8030,Mayoralty of Ocnita
8031,Mayoralty of Frunza
8032,Mayoralty Birladeni
8033,Mayoralty Birnova
8034,Mayoralty Valcinet
8035,Mayoralty Grinauti-Moldova
8036,Mayoralty Dingeni
8037,Mayoralty Calarasovca
8038,Mayoralty Clocusna
8039,Mayoralty Lencauti
8040,Mayoralty Lipnic
8041,Mayoralty s.Ocnita
8042,Mayoralty Hadarauti
8043,Mayoralty Corestauti
8044,Mayoralty Girbova
8045,Mayoralty Mereseuca
8046,Mayoralty Mihalaseni
8047,Mayoralty Naslavcea
8048,Mayoralty Unguri
8049,Mayoralty Borosenii Noi
8050,Mayoralty Braniste
8051,Mayoralty Vasileuti
8052,Mayoralty Corlateni
8053,Mayoralty Mihaileni
8054,Mayoralty Racaria
8055,Mayoralty Pirjota
8056,Mayoralty Recea
8057,Mayoralty Sturzeni
8058,Mayoralty Nihoreni
8059,Mayoralty Saptebani
8060,Mayoralty of Riscani
8061,Mayoralty of Costesti
8062,Mayoralty Hiliuti
8063,Mayoralty Zaicani
8064,Mayoralty Varatic
8065,Mayoralty Pociumbeni
8066,Mayoralty Alexandresti
8067,Mayoralty Alunis
8068,Mayoralty Duritoarea Noua
8069,Mayoralty Galaseni
8070,Mayoralty Grinauti
8071,Mayoralty Horodiste
8072,Mayoralty Pociumbauti
8073,Mayoralty Malinovscoe
8074,Mayoralty Petruseni
8075,Mayoralty Singureni
8076,Mayoralty Sumna
8077,Mayoralty of Anenii Noi
8078,Mayoralty Bulboaca
8079,Mayoralty Chetrosu
8080,Mayoralty Chirca
8081,Mayoralty Cobusca Noua
8082,Mayoralty Cobusca Veche
8083,Mayoralty Delacau
8084,Mayoralty Floreni
8085,Mayoralty Gura Bicului
8086,Mayoralty Hirbovat
8087,Mayoralty Maximovca
8088,Mayoralty Mereni
8089,Mayoralty Puhaceni
8090,Mayoralty Roscani
8091,Mayoralty Speia
8092,Mayoralty Serpeni
8094,Mayoralty Varnita
8096,Mayoralty Geamana
8097,Mayoralty Botnaresti
8098,Mayoralty Calfa
8099,Mayoralty Merenii Noi
8101,Mayoralty Telita
8103,Mayoralty of Briceni
8104,Mayoralty of Lipcani
8105,Mayoralty Balasinesti
8106,Mayoralty Berliniti
8108,Mayoralty Colicauti
8109,Mayoralty Corjeuti
8110,Mayoralty Coteala
8111,Mayoralty Cotiujeni
8112,Mayoralty Criva
8113,Mayoralty Drepcauti
8114,Mayoralty Beleavinti
8115,Mayoralty Grimancauti
8116,Mayoralty Halahora de Sus
8117,Mayoralty Larga
8119,Mayoralty Medveja
8120,Mayoralty Pererita
8121,Mayoralty Sirauti
8122,Mayoralty Tabani
8123,Mayoralty Tetcani
8125,Mayoralty Bogdanesti
8126,Mayoralty Bulboaca
8127,Mayoralty Hlina
8128,Mayoralty Mihaileni
8129,Mayoralty Slobozia-Sirauti
8130,Mayoralty of Cahul
8131,Mayoralty Alexandru Ioan Cuza
8132,Mayoralty Andrusul de Jos
8133,Mayoralty Baurci-Moldoveni
8134,Mayoralty Borceag
8135,Mayoralty Brinza
8136,Mayoralty Burlacu
8138,Mayoralty Chioselia Mare
8139,Mayoralty Colibasi
8140,Mayoralty Crihana Veche
8141,Mayoralty Cucoara
8142,Mayoralty Doina
8144,Mayoralty Giurgiulesti
8147,Mayoralty Manta
8149,Mayoralty Pelinei
8151,Mayoralty Slobozia Mare
8152,Mayoralty Taraclia de Salcie
8153,Mayoralty Tataresti
8154,Mayoralty Vadul lui Isac
8156,Mayoralty Valeni
8158,Mayoralty Zirnesti
8159,Mayoralty Andrusul de Sus
8160,Mayoralty Badicul Moldovenesc
8162,Mayoralty Cislita-Prut
8167,Mayoralty Tartaul de Salcie
8168,Mayoralty of Cantemir
8169,Mayoralty Antonesti
8170,Mayoralty Baimaclia
8171,Mayoralty Cania
8172,Mayoralty Capaclia
8173,Mayoralty Chioselia
8174,Mayoralty Ciobalaccia
8175,Mayoralty Cirpesti
8176,Mayoralty Cociulia
8177,Mayoralty Gotesti
8178,Mayoralty Larguta
8179,Mayoralty Pleseni
8180,Mayoralty Sadic
8181,Mayoralty Tartaul
8182,Mayoralty Tiganca
8183,Mayoralty Visniovca
8184,Mayoralty Ciiietu
8185,Mayoralty Chisla
8187,Mayoralty Enichioi
8188,Mayoralty Haraghis
8189,Mayoralty Lingura
8190,Mayoralty Plopi
8191,Mayoralty Porumbesti
8192,Mayoralty Stoianovca
8193,Mayoralty Samalia
8194,Mayoralty Toceni
8195,Mayoralty of Calarasi
8196,Mayoralty Saseni
8197,Mayoralty Bahmut
8198,Mayoralty Bravicea
8199,Mayoralty Dereneu
8200,Mayoralty Hirova
8201,Mayoralty Hirjauca
8202,Mayoralty Hoginesti
8203,Mayoralty Horodiste
8204,Mayoralty Niscani
8205,Mayoralty Oniscani
8206,Mayoralty Pitusca
8207,Mayoralty Pirjolteni
8208,Mayoralty Raciula
8209,Mayoralty Radeni
8210,Mayoralty Sadova
8211,Mayoralty Sipoteni
8212,Mayoralty Tuzara
8213,Mayoralty Tibirica
8214,Mayoralty Valcinet
8215,Mayoralty Buda
8217,Mayoralty Meleseni
8220,Mayoralty Temeleuti
8221,Mayoralty Petuceni
8222,Mayoralty Varzarestii Noi
8223,Mayoralty of Causeni
8224,Mayoralty of Cainari
8225,Mayoralty Baccealia
8226,Mayoralty Baimaclia
8227,Mayoralty Chircaiesti
8228,Mayoralty Chircaiestii Noi
8229,Mayoralty Cirnateni
8230,Mayoralty Cirnatenii Noi
8232,Mayoralty Coscalia
8233,Mayoralty Firladeni
8235,Mayoralty Hagimus
8236,Mayoralty Opaci
8239,Mayoralty Saiti
8240,Mayoralty Salcuta
8241,Mayoralty Taraclia
8242,Mayoralty Tanatari
8243,Mayoralty Tocuz
8244,Mayoralty Ucrainca
8245,Mayoralty Ursoaia
8246,Mayoralty Zaim
8247,Mayoralty Ciuflesti
8248,Mayoralty Gradinita
8279,Mayoralty of Cimislia
8280,Mayoralty Cenac
8281,Mayoralty Ciucur-Mingir
8282,Mayoralty Ecaterinovca
8283,Mayoralty Gradiste
8284,Mayoralty Gura Galbenei
8285,Mayoralty Hirtop
8286,Mayoralty Ialpujeni
8287,Mayoralty Javgur
8288,Mayoralty Lipoveni
8289,Mayoralty Mihailovca
8290,Mayoralty Sagaidac
8291,Mayoralty Satul Nou
8292,Mayoralty Selemet
8293,Mayoralty Batir
8294,Mayoralty Albina
8295,Mayoralty Codreni
8296,Mayoralty Ivanovca Noua
8297,Mayoralty Porumbrei
8298,Mayoralty Suric
8301,Mayoralty Valea Perjei
8302,Mayoralty of Criuleni
8303,Mayoralty Balabanesti
8306,Mayoralty Corjova(Criuleni)
8307,Mayoralty Cruglic
8308,Mayoralty Drasliceni
8309,Mayoralty Dubasarii Vechi
8310,Mayoralty Hirtopul Mare
8311,Mayoralty Isnovat
8312,Mayoralty Izbiste
8313,Mayoralty Jevreni
8314,Mayoralty Mascauti
8315,Mayoralty Miclesti
8316,Mayoralty Onitcani
8317,Mayoralty Pascani
8318,Mayoralty Slobozia-Dusca
8319,Mayoralty Zaicana
8320,Mayoralty Boscana
8321,Mayoralty Hrusova
8322,Mayoralty Magdacesti
8323,Mayoralty Cosernita
8325,Mayoralty Riscova
8326,Mayoralty Raculesti
8327,Mayoralty of Donduseni
8328,Mayoralty Baraboi
8329,Mayoralty Cernoleuca
8330,Mayoralty Corbu
8331,Mayoralty Frasin
8334,Mayoralty Plop
8335,Mayoralty Scaieni
8336,Mayoralty Tirnova
8337,Mayoralty Arionesti
8338,Mayoralty Criscauti
8339,Mayoralty Sudarca
8340,Mayoralty Taul
8341,Mayoralty Briceni
8342,Mayoralty Climauti
8343,Mayoralty Donduseni
8344,Mayoralty Pivniceni
8345,Mayoralty Pocrovca
8346,Mayoralty Rediul Mare
8349,Mayoralty of Drochia
8350,Mayoralty Hasnasenii Mari
8351,Mayoralty Pelinia
8352,Mayoralty Fintinita
8353,Mayoralty Chetrosu
8354,Mayoralty Cotova
8355,Mayoralty Dominteni
8356,Mayoralty Drochia
8357,Mayoralty Gribova
8358,Mayoralty Nicoreni
8359,Mayoralty Ochiul Alb
8360,Mayoralty Popestii de Sus
8361,Mayoralty Sofia
8362,Mayoralty Suri
8363,Mayoralty Tarigrad
8364,Mayoralty Zgurita
8365,Mayoralty Maramonovca
8366,Mayoralty Mindic
8367,Mayoralty Antoneuca
8369,Mayoralty Hanasenii Noi
8370,Mayoralty Moara de Piatra
8372,Mayoralty Palanca
8374,Mayoralty Petreni
8375,Mayoralty Popestii de Jos
8377,Mayoralty Cocieri
8379,Mayoralty Cosnita
8381,Mayoralty Holercani
8382,Mayoralty Molovata
8383,Mayoralty Molovata Noua
8384,Mayoralty Oxentea
8385,Mayoralty Pirita
8386,Mayoralty Ustia
8387,Mayoralty Marcauti
8388,Mayoralty of Edinet
8390,Mayoralty Blesteni
8391,Mayoralty Bratuseni
8392,Mayoralty Brinzeni
8393,Mayoralty Burlanesti
8394,Mayoralty Corpaci
8395,Mayoralty Cucunestii Noi
8396,Mayoralty Fetesti
8397,Mayoralty Gordinesti
8398,Mayoralty Hincauti
8399,Mayoralty Hlinaia
8400,Mayoralty Parcova
8402,Mayoralty Sofrincani
8403,Mayoralty Terebna
8405,Mayoralty Trinca
8406,Mayoralty Viisoara
8407,Mayoralty Zabriceni
8409,Mayoralty Badragii Vechi
8410,Mayoralty Badragii Noi
8412,Mayoralty Chetrosica Noua
8413,Mayoralty Gaspar
8414,Mayoralty Goleni
8415,Mayoralty Hancauti
8417,Mayoralty Rotunda
8419,Mayoralty Constantinovca
8420,Mayoralty of Falesti
8422,Mayoralty Bocani
8423,Mayoralty Calinesti
8424,Mayoralty Calugar
8427,Mayoralty Falestii Noi
8428,Mayoralty Glinjeni
8430,Mayoralty Horesti
8432,Mayoralty Iscalau
8433,Mayoralty Izvoare
8434,Mayoralty Marandeni
8435,Mayoralty Natalievca
8437,Mayoralty Obreja Veche
8438,Mayoralty Pinzareni
8439,Mayoralty Pirlita
8440,Mayoralty Pruteni
8442,Mayoralty Risipeni
8443,Mayoralty Sarata Veche
8444,Mayoralty Scumpia
8445,Mayoralty Catranic
8446,Mayoralty Logofteni
8447,Mayoralty Musteata
8448,Mayoralty Pietrosu
8450,Mayoralty Taxobeni
8453,Mayoralty of Floresti
8454,Mayoralty of Ghindesti
8456,Mayoralty Casunca
8457,Mayoralty Ciutulesti
8458,Mayoralty Rosietici
8459,Mayoralty Stefanesti
8460,Mayoralty Bahrinesti
8462,Mayoralty Cuhurestii de Jos
8465,Mayoralty Frumusica
8469,Mayoralty Lunga
8470,Mayoralty Prajila
8471,Mayoralty Prodanesti
8472,Mayoralty Putinesti
8473,Mayoralty Radulenii Vechi
8474,Mayoralty Sanatauca
8475,Mayoralty Tirgul-Vertiujeni
8476,Mayoralty Trifanesti
8477,Mayoralty Varvareuca
8478,Mayoralty Vascauti
8479,Mayoralty Vertiujeni
8480,Mayoralty Alexeevca
8481,Mayoralty Cernita
8482,Mayoralty Ciripcau
8483,Mayoralty Domulgeni
8484,Mayoralty Ghindesti
8485,Mayoralty Gura Cainarului
8486,Mayoralty Izvoare
8487,Mayoralty Marculesti
8488,Mayoralty Napadova
8490,Mayoralty Sevirova
8491,Mayoralty Temeleuti
8492,Mayoralty Zaluceni
8493,Mayoralty of Glodeni
8495,Mayoralty Cajba
8497,Mayoralty Ciuciulea
8498,Mayoralty Cobani
8499,Mayoralty Cuhnesti
8500,Mayoralty Danu
8501,Mayoralty Dusmani
8502,Mayoralty Fundurii Vechi
8503,Mayoralty Hijdieni
8504,Mayoralty Iabloana
8505,Mayoralty Limbenii Noi
8506,Mayoralty Limbenii Vechi
8507,Mayoralty Petrunea
8508,Mayoralty Sturzovca
8509,Mayoralty Ustia
8511,Mayoralty Viisoara
8512,Mayoralty of Hincesti
8513,Mayoralty Bobeica
8514,Mayoralty Boghiceni
8515,Mayoralty Bozieni
8516,Mayoralty Bujor
8517,Mayoralty Buteni
8518,Mayoralty Caracui
8519,Mayoralty Carpineni
8520,Mayoralty Cioara
8521,Mayoralty Ciuciuleni
8522,Mayoralty Cotul Morii
8523,Mayoralty Crasnoarmeiscoe
8524,Mayoralty Dancu
8525,Mayoralty Dragusenii Noi
8526,Mayoralty Fundul Galbenei
8527,Mayoralty Lapusna
8528,Mayoralty Leuseni
8529,Mayoralty Loganesti
8530,Mayoralty Mereseni
8531,Mayoralty Mingir
8532,Mayoralty Negrea
8533,Mayoralty Nemteni
8534,Mayoralty Onesti
8535,Mayoralty Pascani
8536,Mayoralty Sarata-Galbena
8537,Mayoralty Sofia
8539,Mayoralty Voinescu
8540,Mayoralty Balceana
8541,Mayoralty Calmauti
8542,Mayoralty Cateleni
8543,Mayoralty Firladeni
8544,Mayoralty Ivanovca
8545,Mayoralty Miresti
8546,Mayoralty Obileni
8548,Mayoralty Poganesti
8549,Mayoralty Secareni
8550,Mayoralty Sipoteni
8551,Mayoralty of Ialoveni
8552,Mayoralty Bardar
8553,Mayoralty Carbuna
8554,Mayoralty Cigirleni
8555,Mayoralty Costesti
8556,Mayoralty Horesti
8557,Mayoralty Malcoci
8558,Mayoralty Milestii Mici
8559,Mayoralty Molesti
8560,Mayoralty Nimoreni
8561,Mayoralty Pohoi
8562,Mayoralty Razeni
8563,Mayoralty Rusestii Noi
8564,Mayoralty Suruceni
8565,Mayoralty Tipala
8566,Mayoralty Ulmu
8567,Mayoralty Vasieni
8568,Mayoralty Zimbreni
8569,Mayoralty Gangura
8570,Mayoralty Danceni
8571,Mayoralty Hansca
8572,Mayoralty Horodca
8573,Mayoralty Pojareni
8574,Mayoralty Sociteni
8575,Mayoralty Varatic
8576,Mayoralty of Leova
8577,Mayoralty of Iargara
8578,Mayoralty Bestemac
8579,Mayoralty Borogani
8580,Mayoralty Cazangic
8581,Mayoralty Covurlui
8582,Mayoralty Filipeni
8583,Mayoralty Orac
8584,Mayoralty Sarata Noua
8585,Mayoralty Sarateni
8586,Mayoralty Tigheci
8587,Mayoralty Tochile-Raducani
8588,Mayoralty Tomai
8589,Mayoralty Vozneseni
8590,Mayoralty Baius
8591,Mayoralty Ceadir
8592,Mayoralty Cneazevca
8593,Mayoralty Colibabovca
8594,Mayoralty Cupcui
8595,Mayoralty Hanasenii Noi
8596,Mayoralty Romanovca
8597,Mayoralty Sarata-Razesi
8598,Mayoralty Saratica Noua
8599,Mayoralty Sirma
8600,Mayoralty Tomaiul Nou
8601,Mayoralty of Nisporeni
8602,Mayoralty Balanesti
8603,Mayoralty Balauresti
8604,Mayoralty Bolduresti
8605,Mayoralty Bratuleni
8606,Mayoralty Cioresti
8607,Mayoralty Ciutesti
8608,Mayoralty Cristesti
8609,Mayoralty Grozesti
8610,Mayoralty Iurceni
8611,Mayoralty Marinici
8612,Mayoralty Milesti
8613,Mayoralty Seliste
8614,Mayoralty Siscani
8615,Mayoralty Valea-Trestieni
8616,Mayoralty Varzaresti
8617,Mayoralty Zberoaia
8618,Mayoralty Barboieni
8619,Mayoralty Boltun
8620,Mayoralty Bursuc
8621,Mayoralty Calimanesti
8622,Mayoralty Soltanesti
8623,Mayoralty Vinatori
8624,Mayoralty of Orhei
8625,Mayoralty Berezlogi
8626,Mayoralty Biesti
8627,Mayoralty Braviceni
8628,Mayoralty Bulaiesti
8629,Mayoralty Chiperceni
8630,Mayoralty Ciocilteni
8632,Mayoralty Donici
8633,Mayoralty Ghetlova
8634,Mayoralty Isacova
8635,Mayoralty Jopra de Moijloc
8636,Mayoralty Mitoc
8638,Mayoralty Pelivan
8639,Mayoralty Peresecina
8640,Mayoralty Piatra
8641,Mayoralty Podgoreni
8642,Mayoralty Pohrebeni
8643,Mayoralty Putintei
8644,Mayoralty Seliste
8645,Mayoralty Step-Soci
8646,Mayoralty Susleni
8647,Mayoralty Teleseu
8648,Mayoralty Trebujeni
8649,Mayoralty Vatici
8650,Mayoralty Bolohan
8651,Mayoralty Clisova
8652,Mayoralty Crihana
8653,Mayoralty Malaiesti
8654,Mayoralty Neculaieuca
8655,Mayoralty Samananca
8656,Mayoralty Viscauti
8657,Mayoralty Zahoreni
8658,Mayoralty Zorile
8659,Mayoralty Pohorniceni
8660,Mayoralty Mirzesti
8661,Mayoralty of Rezina
8662,Mayoralty Ciniseuti
8663,Mayoralty Cuizauca
8664,Mayoralty Echimauti
8665,Mayoralty Ghiduleni
8666,Mayoralty Horodiste
8667,Mayoralty Ignatei
8668,Mayoralty Mateuti
8669,Mayoralty Papauti
