admin4,label
8890,Mayoralty of Balasesti
9050,Mayoralty of Borciag
9056,Mayoralty of Bursuceni
9058,Mayoralty of Ciuciuieni
9060,Mayoralty of Cotiujenii Mici
9062,Mayoralty of Grigorauca
9064,Mayoralty of Izvoare
9066,Mayoralty of Taura Veche
9068,Mayoralty of Tambula
9070,Mayoralty of Darcauti
9072,Mayoralty of Dubna
9074,Mayoralty of Holosnita
9076,Mayoralty of Hristici
9454,Mayoralty of Iarova
9545,Dolai Comrat
9568,Mayoralty of Oclanda
9585,Mayoralty of Parcani
9637,Mayoralty of Pirlita
9701,Mayoralty of Regina Maria
9709,Mayoralty of Rudi
9711,Mayoralty of Schineni
9720,Mayoralty of Solcani
9722,Mayoralty of Trifauti
9724,Mayoralty of Volovita
9726,Mayoralty of Egoreni
9728,Mayoralty of Chirianca
9730,Mayoralty of Dolna
9732,Mayoralty of Ghelauza
9734,Mayoralty of Greblesti
9736,Mayoralty of Romanesti
9738,Mayoralty of Roscani
9740,Mayoralty of Tataresti
9742,Mayoralty of Tiganesti
9744,Mayoralty of Dobrusa
9746,Mayoralty of Fuzauca
9748,Mayoralty of Gauzeni
9750,Mayoralty of Parcani
9753,Mayoralty of Rogojeni
9755,Mayoralty of Poiana
9757,Mayoralty of Salcia
9759,Mayoralty of Sestaci
9761,Mayoralty of Sipca
9763,Mayoralty of Hligeni
9765,Mayoralty of Alava
9767,Mayoralty of Brezoaia
9769,Mayoralty of Marianca de Jos
9771,Mayoralty of Stefanesti
9773,Mayoralty of Balabanu
9775,Mayoralty of Cealic
9777,Mayoralty of Musaitu
9779,Mayoralty of Novosiolovca
9781,Mayoralty of Salcia
9783,Mayoralty of Bogzesti
9785,Mayoralty of Chisla
9787,Mayoralty of Codrul Nou
9789,Mayoralty of Coropceni
9791,Mayoralty of Nucareni
9793,Mayoralty of Pistruieni
9795,Mayoralty of Vasieni
9797,Mayoralty of Crasnaseni
9799,Mayoralty of Ciulucani
9801,Mayoralty of Agronomovca
9803,Mayoralty of Alexeevca
9805,Mayoralty of Buciumeni
9807,Mayoralty of Busila
9809,Mayoralty of Condratesti
9811,Mayoralty of Floritoaia Veche
9813,Mayoralty of Magurele
9815,Mayoralty of Morenii Noi
9817,Mayoralty of Cornova
9819,Mayoralty of Sinesti
9821,Mayoralty of Tescureni
9823,Mayoralty of Iordanovca
9825,District Council Falesti
9827,District Council Glodeni
9829,District Council Riscani
9831,District Council Singerei
9833,District Council Cantemir
9835,District Council Criuleni
9837,District Council Straseni
9839,District Council Anenii Noi
9841,District Council Donduseni
9843,District Council Briceni
9845,District Council Ocnita
9847,District Council Cimislia
9849,District Council Leova
9851,District Council Basarabeasca
9853,District Council Rezina
9855,District Council Soldanesti
9857,District Council Telenesti
9859,District Council Drochia
9861,District Council Floresti
9863,District Council Stefan Voda
9865,District Council Calarasi
9867,District Council Nisporeni
9873,Mayoralty of Marcauti
0000,UNCATEGORIZED AT THIS LEVEL
