admin2,admin3,admin4,admin5,admin6,amount
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Preschool facilities,0.0
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Production Department of the utilities office and for the housing operation office,273714.57999999996
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Prosthetics and orthopedics services,37169.689999999995
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Repayment of preferential loans granted to certain groups of population,46450.0
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Roads office,1822050.88
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Schools/kindergartens,2594516.240000002
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Secondary education boarding schools,1852462.4900000002
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Servicing of other loans,37634.08
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Shelters for the elderly and disabled,589123.2199999999
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Social service Community Housing,170087.43
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Spending to ensure the enforcement/application of languages,0.0
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Street lights,0.0
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Summer recreation for children,3252138.51
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Support for the young teaching staff from rural areas,10550.0
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Travel compensations for war veterans and the disabled,175366.67
District Council Falesti,NO DATA,District Council Falesti,NO DATA,Youth facilities,341228.39
District Council Falesti,NO DATA,District Council Falesti,NO DATA,other costs,1521533.6500000001
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Bank servicing of budget revenues,3699.72
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Centralized accounting offices,32086.3
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,"Culture palaces and houses, clubs and other similar facilities",152932.63999999998
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,"Districts, towns, villages (communities) planning/development",47020.16
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Executive authorities under the local public administration authorities,621969.02
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Libraries,58235.31999999999
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Local public administration authorities reserves fund,5000.0
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Other culture/education activities and facilities,35466.0
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Other social support and care actions and facilities,54851.65
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Physical education and sports,19170.0
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Preschool facilities,1520019.4100000001
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Production Department of the utilities office and for the housing operation office,175581.41
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Summer recreation for children,10000.0
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,Support for the young teaching staff from rural areas,10930.0
District Council Falesti,NO DATA,Mayoralty of Albinetul Vechi,NO DATA,other costs,26845.280000000002
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Centralized accounting offices,18532.16
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,"Culture palaces and houses, clubs and other similar facilities",50904.79
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,"Districts, towns, villages (communities) planning/development",41422.64
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Environment funds,570701.0900000001
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Executive authorities under the local public administration authorities,451227.85
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Libraries,32788.31
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Local public administration authorities reserves fund,12200.0
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Other culture/education activities and facilities,20970.0
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Other social support and care actions and facilities,40875.0
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Physical education and sports,2500.0
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Preschool facilities,498307.25
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Production Department of the utilities office and for the housing operation office,251581.76
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,Social aid canteen services,66000.0
District Council Falesti,NO DATA,Mayoralty of Bocani,NO DATA,other costs,8700.0
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Bank servicing of budget revenues,3470.87
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Centralized accounting offices,41271.53
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",24824.950000000004
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,"Districts, towns, villages (communities) planning/development",185790.98
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Executive authorities under the local public administration authorities,489989.43000000005
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Libraries,35721.97000000001
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Local public administration authorities reserves fund,0.0
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Other culture/education activities and facilities,14094.12
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Other social support and care actions and facilities,43200.0
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Physical education and sports,0.0
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Preschool facilities,889973.31
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Production Department of the utilities office and for the housing operation office,18867.0
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Street lights,302535.56
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Summer recreation for children,10000.0
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,Support for the young teaching staff from rural areas,4035.6
District Council Falesti,NO DATA,Mayoralty of Calinesti,NO DATA,other costs,5656.13
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Bank servicing of budget revenues,3670.6099999999997
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Centralized accounting offices,31853.209999999995
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,"Culture palaces and houses, clubs and other similar facilities",153009.81999999998
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,"Districts, towns, villages (communities) planning/development",245331.11
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Executive authorities under the local public administration authorities,743289.9700000001
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Gymnasiums,99310.45
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Libraries,69512.57999999999
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Local public administration authorities reserves fund,13500.0
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Other culture/education activities and facilities,42450.0
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Other social support and care actions and facilities,44160.0
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Physical education and sports,37.98
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Preschool facilities,1112232.89
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,Support for the young teaching staff from rural areas,9730.0
District Council Falesti,NO DATA,Mayoralty of Calugar,NO DATA,other costs,0.0
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,Bank servicing of budget revenues,1300.0
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,Centralized accounting offices,12326.87
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,"Culture palaces and houses, clubs and other similar facilities",56973.369999999995
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,"Districts, towns, villages (communities) planning/development",35484.0
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,Executive authorities under the local public administration authorities,447997.97000000003
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,Libraries,30281.03
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,Local public administration authorities reserves fund,1000.0
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,Other culture/education activities and facilities,15310.0
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,Physical education and sports,8000.0
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,Preschool facilities,691371.7500000001
District Council Falesti,NO DATA,Mayoralty of Catranic,NO DATA,other costs,5348.0
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Bank servicing of budget revenues,1440.71
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Centralized accounting offices,18184.350000000002
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,"Districts, towns, villages (communities) planning/development",4550.0
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Executive authorities under the local public administration authorities,913516.51
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Libraries,38465.950000000004
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Local public administration authorities reserves fund,12000.0
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Other culture/education activities and facilities,22500.0
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Other social support and care actions and facilities,35690.0
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Preschool facilities,541457.7899999999
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Production Department of the utilities office and for the housing operation office,186975.67
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,Summer recreation for children,5000.0
District Council Falesti,NO DATA,Mayoralty of Chetris,NO DATA,other costs,80.0
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Centralized accounting offices,43698.73
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,"Culture palaces and houses, clubs and other similar facilities",175236.45
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,"Districts, towns, villages (communities) planning/development",44733.48
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Environment funds,407000.0
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Executive authorities under the local public administration authorities,470781.32
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Gymnasiums,28359.0
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Libraries,81971.76
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Local public administration authorities reserves fund,32300.0
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Other culture/education activities and facilities,37173.14
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Other social support and care actions and facilities,61850.0
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Physical education and sports,20050.0
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Preschool facilities,1374410.0999999994
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Production Department of the utilities office and for the housing operation office,69472.4
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,Support for the young teaching staff from rural areas,14301.0
District Council Falesti,NO DATA,Mayoralty of Ciolacu Nou,NO DATA,other costs,18180.0
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Bank servicing of budget revenues,2718.79
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Centralized accounting offices,16579.48
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,"Culture palaces and houses, clubs and other similar facilities",100017.48000000001
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,"Districts, towns, villages (communities) planning/development",143513.63
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Executive authorities under the local public administration authorities,487042.41000000003
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Libraries,58110.219999999994
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Local public administration authorities reserves fund,2000.0
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Other culture/education activities and facilities,26568.2
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Other social support and care actions and facilities,2618.0
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Physical education and sports,8900.0
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Preschool facilities,485521.96
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,Support for the young teaching staff from rural areas,15770.43
District Council Falesti,NO DATA,Mayoralty of Egorovca,NO DATA,other costs,13285.45
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Bank servicing of budget revenues,3000.0
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Centralized accounting offices,26784.72
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,"Culture palaces and houses, clubs and other similar facilities",42103.69
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,"Districts, towns, villages (communities) planning/development",192062.28
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Executive authorities under the local public administration authorities,532528.3300000001
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Gymnasiums,165423.6
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Libraries,39855.52
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Local public administration authorities reserves fund,11000.0
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Other culture/education activities and facilities,48880.04
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Other social support and care actions and facilities,25800.0
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Physical education and sports,9600.0
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Preschool facilities,1461354.7799999998
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,Summer recreation for children,10000.0
District Council Falesti,NO DATA,Mayoralty of Falestii Noi,NO DATA,other costs,12627.18
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Bank servicing of budget revenues,4007.11
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Centralized accounting offices,32313.48
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,"Culture palaces and houses, clubs and other similar facilities",206094.48999999996
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,"Districts, towns, villages (communities) planning/development",206552.52
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Environment funds,724687.0
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Executive authorities under the local public administration authorities,688323.4900000001
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Libraries,87886.55
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Local public administration authorities reserves fund,32000.0
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Lyceums,11880.0
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Other culture/education activities and facilities,15250.0
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Other social support and care actions and facilities,56700.0
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Physical education and sports,19251.17
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Preschool facilities,1753405.6099999999
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,Support for the young teaching staff from rural areas,4538.0
District Council Falesti,NO DATA,Mayoralty of Glinjeni,NO DATA,other costs,59418.16
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Bank servicing of budget revenues,3435.61
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Centralized accounting offices,15804.44
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",72881.05000000002
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,"Districts, towns, villages (communities) planning/development",105350.74
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Executive authorities under the local public administration authorities,480207.52999999997
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Libraries,66870.70999999999
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Local public administration authorities reserves fund,5000.0
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Other culture/education activities and facilities,17920.25
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Other social support and care actions and facilities,21600.0
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Physical education and sports,20775.0
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Preschool facilities,972286.77
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Production Department of the utilities office and for the housing operation office,0.0
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,Support for the young teaching staff from rural areas,4600.0
District Council Falesti,NO DATA,Mayoralty of Hiliuti,NO DATA,other costs,23437.86
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Bank servicing of budget revenues,824.22
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Centralized accounting offices,12586.67
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",23755.74
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,"Districts, towns, villages (communities) planning/development",3900.0
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Executive authorities under the local public administration authorities,361396.83
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Libraries,45013.55
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Local public administration authorities reserves fund,3000.0
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Other culture/education activities and facilities,15600.0
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Other social support and care actions and facilities,43200.0
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Preschool facilities,582127.78
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Production Department of the utilities office and for the housing operation office,29103.8
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,Support for the young teaching staff from rural areas,0.0
District Council Falesti,NO DATA,Mayoralty of Hincesti,NO DATA,other costs,2300.0
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Bank servicing of budget revenues,1661.62
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Centralized accounting offices,18262.53
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,"Culture palaces and houses, clubs and other similar facilities",92579.04999999999
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,"Districts, towns, villages (communities) planning/development",8298.0
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Executive authorities under the local public administration authorities,430121.07999999996
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Gymnasiums,9414.21
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Libraries,33678.49
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Local public administration authorities reserves fund,5000.0
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Other culture/education activities and facilities,9260.0
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Other social support and care actions and facilities,39600.0
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Physical education and sports,3138.0
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,Preschool facilities,243560.23
District Council Falesti,NO DATA,Mayoralty of Horesti,NO DATA,other costs,15978.46
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Administrative-military activities,900.0
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Bank servicing of budget revenues,2000.0
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Centralized accounting offices,20372.99
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,"Culture palaces and houses, clubs and other similar facilities",51238.56
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,"Districts, towns, villages (communities) planning/development",37082.36
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Executive authorities under the local public administration authorities,409932.5899999999
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Gymnasiums,2450.0
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Libraries,31226.87
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Local public administration authorities reserves fund,3000.0
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Other culture/education activities and facilities,8673.84
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Other social support and care actions and facilities,28200.0
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Physical education and sports,0.0
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,Preschool facilities,823690.96
District Council Falesti,NO DATA,Mayoralty of Ilenuta,NO DATA,other costs,3250.0
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Administrative-military activities,773.2
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Bank servicing of budget revenues,3894.7200000000003
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Centralized accounting offices,32507.33
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,"Culture palaces and houses, clubs and other similar facilities",98636.94999999998
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,"Districts, towns, villages (communities) planning/development",16431.06
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Environment funds,2015697.0
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Executive authorities under the local public administration authorities,725772.5600000002
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Libraries,89239.42999999998
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Local public administration authorities reserves fund,10000.0
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Other culture/education activities and facilities,11160.0
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Other social support and care actions and facilities,28800.0
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Physical education and sports,0.0
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Preschool facilities,952862.5999999997
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,Production Department of the utilities office and for the housing operation office,79946.95
District Council Falesti,NO DATA,Mayoralty of Iscalau,NO DATA,other costs,16783.09
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Bank servicing of budget revenues,5193.719999999999
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Centralized accounting offices,28016.85
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,"Culture palaces and houses, clubs and other similar facilities",235705.02000000002
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,"Districts, towns, villages (communities) planning/development",75274.0
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Executive authorities under the local public administration authorities,710762.97
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Gymnasiums,6641.79
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Libraries,75113.02
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Local public administration authorities reserves fund,3000.0
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Other culture/education activities and facilities,12565.06
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Other social support and care actions and facilities,25200.0
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Physical education and sports,1800.0
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Preschool facilities,866819.45
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Production Department of the utilities office and for the housing operation office,118087.43
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Social aid canteen services,64500.0
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,Summer recreation for children,4000.0
District Council Falesti,NO DATA,Mayoralty of Izvoare,NO DATA,other costs,1933.28
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Bank servicing of budget revenues,3153.99
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Centralized accounting offices,25998.53
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,"Culture palaces and houses, clubs and other similar facilities",62950.41
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,"Districts, towns, villages (communities) planning/development",30975.0
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Executive authorities under the local public administration authorities,432046.21
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Gymnasiums,20000.0
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Libraries,36686.17
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Local public administration authorities reserves fund,10900.0
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Other culture/education activities and facilities,20050.0
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Other social support and care actions and facilities,4683.75
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Physical education and sports,28719.5
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Preschool facilities,524985.3799999999
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,Support for the young teaching staff from rural areas,0.0
District Council Falesti,NO DATA,Mayoralty of Logofteni,NO DATA,other costs,28733.440000000002
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Bank servicing of budget revenues,3652.87
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Centralized accounting offices,32020.249999999996
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,"Culture palaces and houses, clubs and other similar facilities",411273.38
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,"Districts, towns, villages (communities) planning/development",12860.0
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Executive authorities under the local public administration authorities,495533.44
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Libraries,29077.1
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Local public administration authorities reserves fund,11000.0
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Other culture/education activities and facilities,9400.0
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Other social support and care actions and facilities,17481.0
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Physical education and sports,5000.0
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Preschool facilities,1005465.11
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,Support for the young teaching staff from rural areas,8876.0
District Council Falesti,NO DATA,Mayoralty of Marandeni,NO DATA,other costs,6700.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Bank servicing of budget revenues,5424.01
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Centralized accounting offices,12518.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,"Culture palaces and houses, clubs and other similar facilities",1939.14
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,"Districts, towns, villages (communities) planning/development",26724.5
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Engineering networks,200000.0
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Executive authorities under the local public administration authorities,456133.79
District Council Falesti,NO DATA,Mayoralty of Musteata,NO DATA,Gymnasiums,64806.98
